x1,x2,x3,x4,x5,x6,x7,x8,y1
0,0,0,0,0,0,0,1,97.2
0,1,0,0,0,1,0,1,99.05
0,0,0,0,0,0,0,0,95.59
0,1,0,0,0,0,0,0,96.74
0,0,0,0,0,0,0,0,97.55
0,1,0,0,0,1,0,0,95.8
0,0,0,0,1,1,0,0,89.54
0,0,0,0,0,0,0,0,90.24
0,0,0,0,0,1,0,0,92.32
0,0,1,0,0,1,1,0,96.69
0,0,0,1,0,1,0,0,99.3
0,0,0,0,0,1,0,0,97.85
0,0,0,1,0,0,0,0,98.55
0,0,0,0,0,2,0,0,97.29
0,0,0,1,0,0,1,0,96.22
0,1,1,0,0,1,0,0,93.6
0,0,0,0,0,0,0,0,93.92
0,0,0,0,0,1,0,1,93.19
0,0,0,0,0,0,0,0,98.24
0,0,2,0,0,0,0,2,96.78
1,0,1,0,1,0,0,0,93.25
0,0,0,0,2,0,1,2,89.22
0,0,0,0,0,0,0,0,86.66
0,0,0,0,0,0,0,0,92.06
0,0,0,0,0,0,0,0,93.93
0,0,0,0,0,0,2,0,90.18
0,3,0,0,0,0,1,1,89.08
0,2,1,0,0,2,2,1,91.53
2,1,1,0,2,0,4,2,94.72
2,2,0,0,5,0,0,4,95.75
3,3,1,0,3,0,1,7,94.5
3,4,0,0,0,1,2,3,92.11
1,1,0,0,0,0,0,1,92.49
2,2,0,0,0,0,3,3,80.62
3,2,0,0,0,1,6,4,88.38
3,1,1,2,0,0,1,3,85.05
6,2,1,0,3,2,6,3,92.48
2,1,2,0,4,1,1,10,92.28
5,2,6,0,2,1,1,2,94.68
2,3,1,0,4,1,0,5,96.83
5,4,5,1,4,0,2,5,97.56
4,4,4,1,4,3,1,7,96.86
4,2,1,1,4,1,1,8,96.91
8,2,2,2,2,0,1,8,93.64
3,0,1,0,3,2,1,8,95.25
6,1,2,1,1,0,2,6,95.54
6,3,0,0,2,2,0,3,93.56
2,2,0,0,3,1,1,2,95.1
0,0,1,0,1,0,0,2,94.6
2,1,1,0,0,0,0,4,94.55
3,4,0,0,3,0,0,4,95.85
2,0,0,0,0,0,0,3,95.64
4,7,1,1,1,0,0,1,97
2,3,1,0,3,0,1,4,98.9
2,0,0,0,1,0,1,3,99.25
3,1,0,0,0,1,0,2,99.5
1,0,0,0,2,0,1,3,97
4,1,1,0,1,1,0,2,95.45
1,1,1,0,2,0,0,4,95.9
2,1,0,0,0,1,1,1,95.3
1,0,0,0,0,1,0,3,95.25
2,1,0,0,1,3,1,2,95.65
3,1,0,0,1,1,0,2,99.1
3,1,0,0,2,2,1,5,99.3
3,1,0,0,0,1,0,2,99.15
1,1,2,0,0,0,1,1,97.65
1,0,0,0,1,0,0,0,99.1
1,0,0,1,0,0,2,2,99.25
0,0,0,0,1,0,0,0,98.8
0,0,0,1,0,0,0,0,95
0,1,0,0,0,0,0,0,95.2
0,0,0,0,0,0,0,0,96.15
0,0,0,0,0,0,1,0,96.2
0,1,0,0,1,0,0,0,99.1
0,0,0,0,1,0,0,1,99.25
0,0,0,1,0,0,0,0,99.65
0,1,0,0,0,0,0,1,99.4
1,1,0,0,0,0,1,0,99.05
1,0,0,0,0,0,0,1,97.35
1,0,1,0,0,0,0,1,99.4
0,0,0,0,0,0,2,1,98.95
2,1,1,1,0,0,1,1,99.5
1,1,1,0,0,0,0,2,97.7
0,0,1,1,0,0,1,0,99.05
0,1,0,0,2,0,1,1,99.3
0,0,0,0,0,0,0,0,99.45
0,0,1,0,0,0,0,1,99.05
0,0,0,0,0,0,0,0,94.45
0,0,0,0,0,0,0,0,95.6
0,0,0,0,0,0,0,0,99.25
0,0,0,0,0,0,0,0,99.1
0,0,1,0,0,0,0,0,96
0,0,0,0,0,1,1,0,97.95
0,0,1,0,0,0,0,0,99.2
0,0,0,0,0,0,0,0,99.2
0,0,0,0,0,0,0,0,97.35
0,0,0,0,0,0,0,0,98.85
0,0,0,0,0,0,0,0,98.9
0,0,0,0,0,0,0,0,94.1
0,0,0,0,0,0,0,0,93.09
0,0,0,0,0,0,0,0,86.56
0,0,0,0,0,0,0,0,61.65
0,0,0,0,0,0,0,0,58.02
0,0,0,0,0,0,0,0,75.24
0,0,0,0,0,0,0,0,53.77
0,0,0,0,0,0,0,0,22.08
0,0,0,0,0,0,0,0,33.82
0,0,0,0,0,0,0,0,27.73
0,0,0,0,0,0,0,0,46.99
0,0,0,0,0,0,0,0,59.57
0,0,0,0,0,0,0,0,67.61
0,0,0,0,0,0,0,0,78.79
0,0,0,0,0,0,0,0,84.06
0,0,0,0,0,0,0,0,88.41
0,0,0,0,0,0,0,0,88.4
0,0,0,0,0,0,0,0,94.39
0,2,0,0,0,0,0,0,96.73
0,2,0,1,0,1,2,2,98.3
0,2,2,1,0,2,3,3,98.2
3,2,0,2,1,4,3,2,97.54
3,7,2,3,2,1,1,6,99.05
7,7,1,1,4,2,2,6,97.65
5,3,0,2,2,6,2,10,98.75
6,0,2,1,3,2,3,10,99.5
8,1,3,2,3,3,2,12,99.35
8,2,2,1,3,0,1,7,99.25
8,0,3,3,1,2,1,7,99.15
2,0,1,1,2,0,0,6,99.4
10,0,2,2,2,3,1,8,99.1
3,0,0,1,2,0,2,7,99.05
7,0,0,0,0,1,0,4,99.1
4,1,0,1,2,0,0,2,99.35
1,0,0,0,6,0,0,3,99.4
3,0,3,1,2,0,0,4,99.3
1,0,0,1,4,2,0,3,98.75
1,0,1,1,2,1,0,2,96.14
1,0,0,0,0,1,1,3,98.26
3,2,0,1,3,0,0,1,99.2
1,0,0,0,3,0,1,3,98.85
1,0,0,2,4,1,0,1,99.3
0,0,0,0,0,4,1,3,98.95
0,0,0,0,0,1,1,0,99.3
0,0,0,0,0,2,0,0,99.4
0,0,0,0,0,1,0,0,95.89
0,0,0,1,0,2,0,0,95.45
0,0,0,1,1,1,0,0,87
0,1,0,0,0,0,0,1,85.92
0,0,0,0,0,0,0,1,91.33
1,0,0,0,0,0,0,0,95.15
0,0,0,0,1,0,0,0,94.18
0,0,0,0,0,0,0,2,90.27
0,0,0,0,0,0,1,0,90.78
0,0,1,0,0,0,0,0,90.49
1,0,3,1,0,0,0,1,87.41
3,0,0,0,1,1,0,1,90.33
1,1,1,0,0,0,0,2,78.98
1,0,0,0,1,0,1,1,83.91
1,0,1,0,2,0,0,2,83.04
2,1,1,0,1,0,1,1,87.99
2,0,0,0,0,0,0,2,92.02
2,0,0,0,1,0,1,1,93.13
1,0,0,0,2,0,0,3,92
1,0,0,1,1,0,1,1,92.19
1,0,0,0,1,0,0,0,94.05
0,0,0,0,0,0,1,1,89.63
0,0,0,0,0,0,0,1,90.05
2,0,1,0,1,0,0,1,91.63
0,1,0,0,1,0,0,3,94.84
2,0,0,0,0,0,1,1,89.13
2,1,0,0,1,0,1,2,89.68
0,0,0,0,0,0,0,1,71.85
0,0,0,0,0,0,0,0,53.49
0,1,0,1,0,0,2,0,50.69
3,0,0,0,2,0,0,1,53.23
0,1,1,0,6,0,2,2,73.25
5,0,0,0,2,0,2,3,62.87
0,0,1,1,0,0,0,1,47.38
0,0,0,0,0,0,0,0,39.42
0,0,0,0,0,0,0,0,54.14
0,0,0,0,0,0,0,0,74.31
0,0,0,0,0,0,0,0,80.66
0,0,0,0,0,0,0,0,95.24
0,0,0,0,0,0,0,0,82.53
0,0,0,0,0,0,0,0,86.31
0,0,0,0,0,0,0,0,91.03
0,0,0,0,0,0,0,0,88.79
0,0,0,0,0,0,0,0,92.6
0,0,0,0,0,0,0,0,94.82
0,0,0,0,0,0,0,0,98.8
0,0,0,0,0,0,0,0,98.8
0,0,0,0,0,0,0,0,98.55
0,0,0,0,0,0,0,0,97.15
0,0,0,0,0,0,0,0,98.95
0,0,0,0,0,0,0,0,99.35
0,0,0,0,0,0,0,0,99.15
0,0,0,0,0,0,0,0,99.45
0,0,0,0,0,0,0,0,95.55
0,0,0,0,0,0,0,0,99.25
0,0,0,0,0,0,0,0,99.45
0,0,0,0,0,0,0,0,99.25
0,0,0,0,0,0,0,0,99.5
0,0,0,0,0,0,0,0,99.35
0,0,0,0,0,0,0,0,99.55
0,0,0,0,0,0,0,0,99.2
0,0,0,0,0,0,0,0,99.15
0,0,0,0,0,0,0,0,99.45
0,0,0,0,0,0,0,0,97.7
0,1,0,0,0,0,1,0,99.15
0,1,0,0,0,2,1,1,99.25
1,0,2,0,2,1,1,1,99.55
1,4,0,0,5,1,1,5,99.7
5,2,1,1,4,0,0,10,99.55
6,1,2,0,0,3,0,9,99
4,4,1,4,2,0,0,10,99.1
9,2,0,3,0,0,1,9,97.06
9,2,0,2,1,1,1,5,98.7
7,1,1,3,3,0,3,6,98.05
2,1,1,2,1,0,3,5,98.75
6,7,3,2,3,0,2,4,99.3
4,3,1,2,6,0,2,7,97.6
4,1,1,0,2,0,1,5,99.55
5,3,2,1,2,0,0,8,99.15
4,1,3,0,2,0,1,3,99.15
4,2,4,0,3,0,1,4,98.5
0,1,2,0,4,0,0,3,97.15
4,1,2,0,3,0,0,6,98.95
3,1,0,2,4,0,0,1,97.05
1,1,1,0,1,0,1,2,97.2
2,1,2,0,3,0,0,1,98.65
0,1,1,2,2,0,0,3,98.65
4,2,1,2,1,0,1,1,96.75
0,1,2,4,1,0,0,2,98.04
2,1,0,1,0,0,1,2,97.65
1,0,2,1,0,1,0,2,98.95
0,0,1,1,1,1,1,0,97.5
1,0,1,1,0,1,0,0,99.25
0,0,1,0,0,0,1,0,99.1
0,0,2,0,1,0,2,0,98.9
0,2,0,1,1,1,1,4,94.83
0,0,0,1,1,0,1,3,94.57
0,0,1,1,0,0,1,0,87.49
0,0,1,0,2,1,0,0,74.47
0,2,3,1,1,3,1,1,68.22
1,6,0,1,0,1,2,1,69.32
0,3,1,2,0,1,0,1,66.26
3,4,2,2,3,1,1,1,36.94
3,4,3,1,1,1,2,3,39.09
1,1,2,1,7,1,4,4,41.9
3,6,6,0,3,0,1,7,46.12
6,4,1,1,3,0,2,6,41.95
6,7,2,1,2,0,0,6,42.13
5,8,0,1,1,0,1,6,45.85
7,4,0,1,1,0,0,7,51.03
4,2,1,1,0,0,7,5,36.22
3,2,1,1,0,0,2,5,42.2
6,4,0,0,3,2,2,4,50.18
5,7,0,0,2,0,3,7,34.4
6,3,2,3,2,1,3,10,51.44
4,1,1,1,4,0,1,5,58.3
8,3,2,2,4,2,2,5,46.41
6,1,1,1,2,1,3,6,63.51
8,0,0,4,3,0,4,9,80.46
4,0,2,1,6,1,2,11,84.56
11,1,1,1,4,0,3,7,88.71
7,2,2,1,2,1,4,7,79.59
4,1,0,1,1,0,3,4,85.57
3,1,1,1,1,3,4,5,91.75
3,1,2,1,0,0,1,3,91.49
1,1,0,1,0,1,0,0,86.38
0,0,0,1,0,1,0,0,90.78
0,0,0,0,0,0,1,0,84.2
0,0,0,0,0,0,0,0,88.23
0,0,0,0,0,0,0,0,88.58
0,0,0,0,0,0,0,0,75.63
0,0,0,0,1,0,0,0,75.88
0,2,1,0,0,0,0,2,73.93
1,0,1,0,2,1,0,3,74.24
1,2,1,0,6,0,3,3,74.94
1,2,0,0,3,1,1,5,83.2
3,4,1,0,2,0,2,5,76.66
2,2,1,0,4,0,3,2,81.5
3,5,2,0,3,1,4,4,71.6
3,1,0,0,3,2,2,5,74.08
2,1,0,0,1,0,3,5,73.22
5,2,1,0,1,0,1,3,61.35
5,4,3,0,1,1,1,5,46.03
1,2,3,0,2,1,1,3,55.01
2,1,2,0,3,0,1,4,46.25
3,2,0,0,0,0,0,3,48.62
2,2,0,1,0,0,1,3,50.1
2,2,2,1,1,0,0,3,48.59
5,0,1,3,1,0,0,3,50.28
0,0,0,1,2,0,0,2,64.24
2,0,3,3,0,0,0,2,62.61
2,1,0,1,2,0,0,2,67.19
1,0,2,2,1,0,0,1,71.18
0,0,1,1,0,0,1,0,83.59
0,0,0,1,1,0,0,1,57.76
0,0,1,1,2,0,0,3,65.37
4,0,0,1,1,2,1,2,59.42
0,1,1,0,1,0,2,3,60.16
1,1,0,0,1,0,2,0,67.36
0,0,0,0,0,1,1,1,67.34
0,0,0,0,1,0,1,2,74.05
0,0,0,0,1,0,1,0,71.41
2,0,2,0,1,0,0,1,77.57
2,1,1,0,2,1,3,2,85.61
3,2,0,0,1,1,0,4,78.77
3,0,0,1,0,0,2,5,64.12
4,0,1,1,3,0,1,2,65.5
3,0,0,2,0,0,1,5,58.36
3,3,0,0,0,0,1,1,55.22
6,6,0,0,2,0,1,4,51.65
1,4,1,0,2,2,2,3,48.14
4,1,1,0,2,1,3,6,71.78
5,1,0,0,0,1,6,4,52.56
4,4,0,0,0,0,3,4,65.44
6,4,0,1,1,1,3,6,65.67
5,3,0,1,2,0,4,6,77.9
2,0,1,0,2,0,0,5,74.8
2,0,0,0,0,1,4,1,56.99
1,1,2,0,2,1,5,2,62.53
5,0,0,1,7,3,6,5,84.65
8,1,5,0,3,3,2,8,79.97
9,0,0,2,7,2,1,12,86.97
8,1,2,0,5,3,0,6,86.42
7,6,0,0,1,1,1,9,80.01
7,1,3,0,1,0,1,10,85.55
6,4,2,0,3,0,3,5,93.24
5,6,5,0,2,0,2,5,97.94
5,2,4,0,2,2,2,6,98.65
3,6,4,1,4,0,4,3,98.45
5,5,3,1,5,2,3,8,97.5
4,4,0,0,1,2,4,6,96.23
3,1,2,1,0,0,0,1,98.1
0,0,1,0,1,0,0,1,98.39
2,2,0,0,0,0,0,0,99.35
0,0,0,0,0,0,0,2,99.35
0,1,0,0,1,0,0,0,97.9
0,0,0,1,0,0,0,1,99.05
1,2,0,1,0,0,1,0,99.1
1,1,0,3,1,0,1,3,98.35
2,2,1,3,1,0,2,3,98.15
2,3,0,0,1,0,2,4,95.85
2,3,1,3,0,0,1,3,98.45
2,3,0,3,2,2,2,6,98.7
6,1,0,1,1,1,2,5,98.35
5,2,0,1,2,0,1,5,99.3
2,1,0,1,2,0,0,3,99.25
3,0,0,0,6,1,0,3,98.35
3,0,0,1,0,1,1,4,98.4
2,0,1,0,4,0,1,3,96.05
4,1,1,1,0,0,1,5,97.3
1,0,1,0,4,0,0,1,95.66
2,1,0,1,2,0,2,4,95.35
1,2,1,2,1,1,2,2,90.41
1,3,1,1,1,0,0,1,93.44
1,4,1,4,1,0,0,0,94.24
0,3,1,3,2,0,1,2,94.32
1,1,1,0,1,0,1,0,89.27
0,4,2,0,0,1,2,0,89.52
1,2,3,1,1,0,0,2,85.13
1,3,0,1,2,1,0,3,93.14
4,0,4,2,4,1,2,1,96.6
0,2,4,2,7,0,0,2,95.04
2,0,4,1,0,0,1,5,97.44
2,0,4,1,2,0,1,2,91.86
2,2,3,3,3,0,2,1,95.55
3,4,3,2,4,1,1,6,93.46
4,2,3,0,4,0,2,7,91.35
8,4,3,1,3,0,0,5,78.11
3,7,2,1,3,0,1,5,79.11
5,2,2,1,3,0,0,5,89.83
5,3,2,1,3,0,1,4,92.19
6,0,1,1,1,0,3,7,94.2
1,1,0,0,3,0,2,5,84.78
6,3,0,0,2,1,1,2,83.77
4,1,0,2,3,0,1,5,73.02
3,2,1,1,3,1,1,4,68.59
3,1,0,0,3,0,4,2,49.55
1,2,1,1,2,0,3,4,50.63
4,2,0,1,3,2,2,2,47.22
1,2,0,2,0,1,2,3,59.57
4,2,0,0,2,0,0,2,68.57
1,2,0,1,1,0,1,4,63.31
2,1,2,0,1,0,2,3,78.84
6,2,0,2,0,0,2,3,86.91
3,0,1,0,2,0,1,6,88.38
2,0,0,2,0,1,2,1,94.88
1,0,2,0,0,0,0,0,95.79
2,0,2,2,4,0,0,3,95.02
5,1,1,3,1,0,2,5,89.26
1,1,1,0,2,0,1,3,95.57
2,3,0,2,1,0,1,1,96.35
1,5,3,2,5,0,2,3,98.6
3,1,1,0,0,0,2,5,97.84
5,3,0,2,2,0,0,6,96.94
4,3,1,1,2,0,1,3,95.86
4,1,2,4,0,1,1,5,95.9
1,0,0,1,1,1,0,0,99.1
0,0,2,0,1,0,0,0,99.15
0,0,1,1,0,0,0,1,99.4
0,0,4,1,0,0,0,0,99.45
0,3,0,0,0,0,0,0,99.2
0,2,1,1,0,0,0,0,96.64
0,0,1,1,0,0,0,0,95.7
0,1,1,2,0,0,0,0,96.6
0,2,0,0,0,0,0,1,96.34
1,2,0,3,2,0,0,3,97.85
1,1,1,3,1,1,3,0,98.8
1,2,1,6,6,0,1,4,99.7
2,1,2,7,2,0,4,6,98.35
2,4,2,2,4,2,2,8,99.3
5,1,1,4,0,0,3,5,99.25
5,0,1,3,2,0,1,8,99.4
7,0,1,1,2,0,3,7,99.35
7,1,0,0,3,1,1,9,96.6
6,0,0,1,4,2,1,9,95.45
10,0,0,0,0,0,1,5,96.54
6,0,0,2,4,2,3,6,95.29
5,3,0,0,1,0,2,5,96.95
2,3,1,1,0,1,2,4,99.25
5,2,1,0,5,1,2,6,99.35
4,4,0,0,2,1,6,3,99.1
1,5,2,0,5,1,1,2,99.15
3,1,1,2,0,0,4,4,99.1
2,2,1,1,5,0,2,3,96.5
2,2,2,0,3,2,0,5,99.5
0,0,0,0,2,1,2,2,98.55
4,3,0,0,2,1,2,3,97.75
2,0,0,1,2,1,0,3,99.1
3,0,0,0,3,0,2,3,88.84
3,0,1,0,3,0,0,5,91.01
4,1,1,0,3,0,1,2,87.49
3,0,0,0,0,0,2,5,85.48
2,1,0,0,1,0,0,3,76.76
1,0,0,0,0,0,1,0,82.85
0,0,0,0,1,0,0,0,87.04
0,0,1,0,0,0,0,1,89.79
0,0,1,0,1,0,1,0,81.28
0,0,0,0,1,0,0,0,90.9
0,1,0,0,0,0,2,0,61.21
0,0,0,0,0,0,0,1,67.21
0,0,0,0,0,0,1,0,50.03
0,0,0,0,0,0,0,0,56.25
0,0,0,0,0,0,1,0,70.97
2,3,1,0,0,0,0,1,73.64
0,0,0,0,2,0,3,2,75.04
0,2,0,0,0,0,2,1,66.85
0,1,0,0,0,0,1,1,49.54
0,2,0,1,0,0,2,0,52.75
0,1,0,0,0,0,2,0,50.4
0,2,0,0,0,0,0,0,59.39
3,1,0,0,1,0,2,1,72.19
1,0,1,1,4,0,2,1,81.42
2,3,0,0,0,0,0,7,82.16
4,1,2,1,2,1,2,1,85.83
0,3,1,1,1,0,1,1,85.73
0,0,0,0,1,1,0,0,89.82
3,1,0,1,1,0,0,2,92.03
1,4,2,3,1,0,2,2,96.39
5,5,1,1,3,0,1,4,94.49
1,4,1,2,3,1,2,5,91.75
4,2,0,0,1,0,3,2,94.96
3,3,3,2,3,0,2,6,97.45
5,1,3,1,1,0,3,4,97.8
5,1,0,2,1,0,4,7,96.14
4,1,0,0,1,0,2,2,89.59
0,0,0,0,0,0,1,0,93.19
0,0,0,0,0,0,0,0,97.09
0,0,0,0,0,0,0,0,93.82
0,0,0,0,1,0,0,0,92.29
1,0,0,0,0,0,0,1,97.14
0,0,0,0,1,0,0,0,94.18
0,0,1,0,0,0,0,1,96.79
0,0,0,0,0,0,0,0,94.94
0,0,0,0,0,0,0,0,85.06
0,1,0,1,0,1,0,2,93.89
0,1,2,1,2,0,2,1,95.65
2,2,0,1,2,1,1,1,98.2
2,1,2,0,5,2,2,7,98.85
2,2,3,2,3,4,1,3,98.45
2,1,1,1,3,2,0,4,95.79
1,2,2,1,3,0,0,5,97.64
1,0,3,0,0,0,0,2,97
1,0,1,2,2,0,0,1,98.69
1,1,2,1,0,0,1,2,93.28
1,0,1,1,3,0,0,0,84.36
0,1,2,0,1,0,1,3,90.62
1,0,1,1,1,0,1,1,90.25
1,1,0,1,1,0,0,2,88.74
0,0,1,0,0,0,1,0,90.9
0,1,0,1,0,0,0,1,91.59
0,0,0,2,0,0,0,0,92.41
1,0,0,1,1,0,0,0,91.66
0,0,1,2,1,0,0,1,76.74
2,0,1,1,0,1,0,1,80.7
0,1,1,0,2,0,0,1,80.63
1,0,1,2,0,0,0,2,77.16
0,0,1,0,1,0,0,0,70.43
0,0,1,1,0,0,0,1,71.15
1,0,2,1,1,0,0,1,81.95
1,1,1,0,1,0,0,1,77.81
2,0,1,1,0,0,0,1,91.21
1,1,1,1,1,0,0,3,84.91
1,0,0,2,0,0,0,1,83.11
1,0,0,0,0,0,0,1,66.8
1,0,0,0,0,0,0,1,76.3
1,0,0,0,0,1,0,1,84.45
1,0,0,1,0,0,0,1,78.2
1,0,0,3,0,0,0,0,74.84
0,0,0,0,0,0,0,1,86.09
1,0,0,0,0,0,0,1,71.7
1,0,0,1,0,0,0,0,49.01
0,0,0,0,0,0,1,0,65.57
0,0,0,0,0,0,0,0,67.75
0,0,0,2,0,0,1,0,75.96
0,0,0,2,0,0,0,0,77.31
0,0,0,0,0,0,0,0,73.76
0,0,0,0,0,0,0,0,84.43
0,0,0,0,0,0,0,0,84.02
0,1,0,0,0,0,0,0,85.05
0,1,0,1,0,0,2,0,92.82
0,1,0,1,0,0,0,1,94.82
0,0,0,0,0,0,0,0,98.25
0,0,0,0,1,0,0,0,99.05
0,1,1,1,0,0,0,0,99.2
0,0,0,0,1,0,0,1,97.05
1,0,0,0,1,0,0,2,95.96
0,0,0,0,1,0,0,0,98.95
1,0,0,1,1,0,1,1,99.15
0,0,0,0,0,0,0,1,97.65
0,0,0,0,0,0,0,0,96.65
0,0,0,0,0,0,0,0,96.4
1,1,0,0,1,0,0,0,96.25
0,0,1,0,1,0,0,1,98.05
1,1,0,0,0,0,0,1,99.05
0,0,0,0,1,0,0,0,99.5
0,0,0,0,0,0,0,0,99.25
0,0,0,0,0,0,1,0,99.5
0,0,0,0,0,0,0,0,99.4
0,0,0,0,0,0,0,0,98.8
0,0,0,0,0,0,0,0,99.35
0,0,0,0,0,0,0,0,99.5
0,0,0,0,0,0,0,0,99.3
0,0,0,0,0,0,0,0,99.55
0,0,0,0,0,0,1,0,99.55
0,0,0,0,0,0,0,0,97.95
0,0,0,0,0,0,0,0,99.5
0,0,0,0,0,0,1,0,98.8
0,0,0,0,0,0,0,0,99.3
0,0,0,0,0,0,0,0,99.25
0,0,0,0,0,0,0,0,99
0,0,0,0,0,0,0,0,97.45
0,0,0,0,0,0,0,0,99.7
0,0,0,0,0,0,0,0,99.45
0,0,0,0,0,0,0,0,99.4
0,0,0,0,0,0,0,0,97.75
0,0,0,0,0,0,0,0,99.5
0,0,0,0,0,0,0,0,99.2
0,0,0,0,0,0,0,0,94.94
0,0,0,0,0,0,0,0,95.9
0,0,0,0,0,0,0,0,95.4
0,0,0,0,0,0,0,0,95.25
0,0,0,0,0,0,0,0,95.5
0,0,0,0,0,0,0,0,96.45
0,0,0,0,0,0,0,0,95
0,0,0,0,0,0,0,0,95.15
0,0,0,0,0,0,0,0,96.25
0,0,0,0,0,0,0,0,94.35
0,0,0,0,0,0,0,0,96.45
0,0,0,0,0,0,0,0,99
0,0,0,0,0,0,0,0,99.45
0,0,0,0,0,0,0,1,99.4
1,3,0,0,0,1,0,0,97.7
1,1,0,2,1,1,1,3,98.85
1,1,0,1,1,3,2,1,98.65
1,2,0,4,1,2,1,2,99.15
1,2,0,2,2,1,0,4,97.8
3,5,1,1,2,2,0,0,79.37
1,1,2,1,5,3,0,2,60.43
1,7,2,2,4,5,0,5,41.65
3,5,3,1,1,1,0,4,50.05
3,3,1,2,3,3,1,3,34.15
1,2,0,4,2,0,1,5,16.84
3,2,0,2,1,2,0,1,43.54
2,3,1,2,4,0,0,6,55.3
4,2,1,1,2,1,0,4,51.62
3,1,0,1,5,1,1,2,62.1
3,1,0,1,3,0,1,5,32.53
3,1,0,1,2,0,0,3,44.05
2,0,0,0,4,0,1,3,35.19
2,0,1,1,1,0,0,3,53.32
1,1,1,1,1,1,0,4,40.65
1,0,0,0,4,0,0,0,61.16
2,0,0,1,2,0,0,2,65.8
1,1,1,0,1,0,0,2,53.02
0,0,0,1,0,0,0,1,66.77
1,0,1,0,1,0,1,1,57.9
1,0,0,0,1,0,1,0,78.49
1,0,0,1,0,0,1,4,87.61
4,0,0,0,0,0,0,2,71.75
2,2,0,0,3,0,0,3,89.86
1,0,1,0,2,0,0,2,80.88
0,0,0,1,0,0,0,0,81.67
2,0,1,0,0,0,0,1,87.8
1,0,0,1,3,0,1,2,92.38
0,1,0,0,0,0,0,1,90.76
1,0,0,0,0,0,0,2,95.88
6,0,0,0,0,0,0,2,96.65
2,0,0,0,6,0,0,3,94.03
3,0,0,0,2,0,0,6,90.31
4,0,0,0,4,0,0,4,97.3
0,0,0,0,1,1,0,3,95.34
0,0,1,0,2,1,0,0,96.94
7,0,0,0,3,0,1,2,99.25
3,0,1,0,4,1,0,4,98.5
2,3,1,0,2,0,0,3,96.79
4,2,0,0,2,1,2,4,98.24
0,3,1,0,0,0,0,3,98.85
3,0,1,0,2,0,2,2,96.08
2,1,0,0,2,0,0,2,86.38
2,1,0,0,1,1,1,3,89.61
4,0,0,3,4,1,0,5,94.26
6,0,1,1,1,1,2,2,93.94
2,1,0,0,4,1,1,6,87.28
5,0,0,1,1,0,0,5,83.59
0,0,0,0,0,1,3,1,80.45
3,0,0,1,3,1,1,3,83.08
4,3,0,1,3,0,1,3,77.96
3,1,0,3,4,2,0,3,82.95
0,0,1,2,0,1,0,4,75.28
2,0,0,0,1,2,1,0,77.44
4,0,0,2,1,0,1,4,81.64
0,0,0,1,0,0,0,0,81.65
2,1,0,0,0,0,1,3,85.55
2,0,0,0,1,0,2,1,95.85
0,0,0,0,0,0,0,0,91.38
0,0,0,0,0,0,0,0,88.39
0,0,0,0,0,0,0,0,86.73
0,0,0,0,0,0,0,0,82.99
0,0,0,0,0,0,0,0,86.98
0,0,0,0,0,0,0,0,94.17
0,0,0,0,0,0,0,2,86.83
0,0,0,0,0,1,1,1,71.8
1,0,0,1,0,0,2,1,69.68
0,1,2,0,1,0,2,1,63.75
3,0,1,2,1,0,0,2,59.51
1,1,1,1,0,0,1,5,37.21
4,0,1,2,0,0,0,3,26.59
4,0,1,2,0,0,1,4,42.93
0,0,1,1,1,0,1,3,65.99
4,1,0,2,0,0,0,2,44.48
1,3,1,2,0,0,1,2,34.06
1,2,0,1,1,2,2,1,56.9
2,4,0,1,1,2,1,1,64.12
3,1,0,1,0,2,0,5,65.26
3,0,0,1,4,0,3,4,74.9
2,0,0,0,3,0,2,4,82.78
4,1,2,0,1,0,1,3,87.99
0,0,2,0,2,1,2,1,92.09
2,1,4,0,2,0,4,3,93.1
3,1,2,0,2,1,1,3,93.23
1,0,5,0,2,1,2,3,97.16
4,1,3,0,3,0,0,2,99.25
2,1,3,0,3,1,1,3,97.35
1,1,0,0,1,1,2,2,98.95
3,3,0,0,1,2,1,2,98.3
3,2,0,0,2,0,0,5,99.3
4,3,1,0,1,1,1,5,99.25
5,4,0,0,4,0,0,3,97.6
3,4,0,0,1,0,2,5,99.2
3,1,1,0,1,1,1,3,99.55
4,1,1,2,2,0,1,4,98
3,4,1,1,2,0,1,6,99.55
5,1,0,1,0,0,1,5,99.4
5,2,1,1,1,1,2,4,99.55
3,1,1,0,2,0,1,2,99.1
0,1,1,0,3,0,4,4,97.1
4,2,2,0,0,0,1,4,96.15
3,0,1,2,2,0,0,4,95.4
3,0,1,0,1,0,1,3,96.7
2,1,1,0,0,0,2,4,96.45
5,3,1,1,1,0,1,2,96.65
3,3,1,1,1,1,1,3,95.81
1,2,1,0,2,1,1,4,96.29
2,1,0,1,0,0,2,3,97.95
2,3,0,0,1,1,1,2,99.55
2,5,0,0,2,0,1,1,98.75
1,0,0,0,2,0,1,3,95.45
1,2,1,1,1,0,2,3,95.04
2,1,2,1,2,0,1,1,95.15
4,1,0,2,0,0,0,7,95.94
7,1,3,1,3,0,1,3,85.64
3,0,4,2,2,0,0,7,93.19
4,1,1,0,1,1,1,4,85.32
5,0,1,1,2,0,1,4,88.1
4,5,1,1,4,1,1,5,94.58
2,1,1,1,3,0,1,3,82.86
